,date,store,item,forecast
138,2/19/2018,1,2,40.44895386
139,2/20/2018,1,2,43.41304697
140,2/21/2018,1,2,48.79971104
141,2/22/2018,1,2,49.22572258
142,2/23/2018,1,2,53.85177761
143,2/24/2018,1,2,58.78864503
144,2/25/2018,1,2,61.24431731
145,2/26/2018,1,2,40.32670511
146,2/27/2018,1,2,45.26669071
147,2/28/2018,1,2,48.67746228
148,3/1/2018,1,2,49.10347382
149,3/2/2018,1,2,62.34209012
150,3/3/2018,1,2,67.27895754
151,3/4/2018,1,2,69.73462982
152,3/5/2018,1,2,48.81701762
153,3/6/2018,1,2,53.75700322
154,3/7/2018,1,2,57.1677748
155,3/8/2018,1,2,57.59378634
156,3/9/2018,1,2,62.21984137
157,3/10/2018,1,2,67.15670879
158,3/11/2018,1,2,69.61238107
159,3/12/2018,1,2,48.69476887
160,3/13/2018,1,2,53.63475447
161,3/14/2018,1,2,57.04552604
162,3/15/2018,1,2,57.47153759
163,3/16/2018,1,2,62.09759262
164,3/17/2018,1,2,67.03446003
165,3/18/2018,1,2,69.49013232
166,3/19/2018,1,2,48.57252012
167,3/20/2018,1,2,53.51250572
168,3/21/2018,1,2,56.92327729
169,3/22/2018,1,2,57.34928883
170,3/23/2018,1,2,61.97534386
171,3/24/2018,1,2,66.91221128
172,3/25/2018,1,2,69.36788356
173,3/26/2018,1,2,48.45027136
174,3/27/2018,1,2,53.39025696
175,3/28/2018,1,2,56.80102854
176,3/29/2018,1,2,57.22704008
177,3/30/2018,1,2,61.85309511
178,1/1/2018,1,3,20.25443815
179,1/2/2018,1,3,23.8462887
180,1/3/2018,1,3,26.95194603
181,1/4/2018,1,3,27.88310128
182,1/5/2018,1,3,31.08968668
183,1/6/2018,1,3,33.44582444
184,1/7/2018,1,3,36.63970244
185,1/8/2018,1,3,22.33287503
186,1/9/2018,1,3,25.68584409
187,1/10/2018,1,3,26.9850546
188,1/11/2018,1,3,27.91620985
189,1/12/2018,1,3,31.12279525
190,1/13/2018,1,3,33.47893301
191,1/14/2018,1,3,36.67281101
192,1/15/2018,1,3,22.3659836
193,1/16/2018,1,3,27.2179233
194,1/17/2018,1,3,27.01816317
195,1/18/2018,1,3,27.94931842
196,1/19/2018,1,3,31.15590382
197,1/20/2018,1,3,33.51204158
198,1/21/2018,1,3,36.70591958
199,1/22/2018,1,3,22.39909217
200,1/23/2018,1,3,25.75206122
201,1/24/2018,1,3,27.05127174
202,1/25/2018,1,3,27.98242699
203,1/26/2018,1,3,31.18901239
204,1/27/2018,1,3,33.54515015
205,1/28/2018,1,3,36.73902815
206,1/29/2018,1,3,22.43220074
207,1/30/2018,1,3,25.78516979
208,1/31/2018,1,3,27.08438031
209,2/1/2018,1,3,28.01553556
210,2/2/2018,1,3,33.66533177
211,2/3/2018,1,3,36.02146953
212,2/4/2018,1,3,39.21534753
213,2/5/2018,1,3,24.90852012
214,2/6/2018,1,3,28.26148917
215,2/7/2018,1,3,29.56069969
216,2/8/2018,1,3,30.49185494
217,2/9/2018,1,3,33.69844034
218,2/10/2018,1,3,36.05457809
219,2/11/2018,1,3,39.2484561
220,2/12/2018,1,3,24.94162869
221,2/13/2018,1,3,28.29459774
222,2/14/2018,1,3,29.59380826
223,2/15/2018,1,3,30.52496351
224,2/16/2018,1,3,33.73154891
225,2/17/2018,1,3,36.08768666
226,2/18/2018,1,3,39.28156467
227,2/19/2018,1,3,24.97473726
228,2/20/2018,1,3,25.36016259
229,2/21/2018,1,3,29.62691683
230,2/22/2018,1,3,30.55807208
231,2/23/2018,1,3,33.76465748
232,2/24/2018,1,3,36.12079523
233,2/25/2018,1,3,39.31467324
234,2/26/2018,1,3,25.00784583
235,2/27/2018,1,3,28.36081488
236,2/28/2018,1,3,29.6600254
237,3/1/2018,1,3,30.59118065
238,3/2/2018,1,3,38.34240606
239,3/3/2018,1,3,40.69854381
240,3/4/2018,1,3,43.89242182
241,3/5/2018,1,3,29.58559441
242,3/6/2018,1,3,32.93856346
243,3/7/2018,1,3,34.23777398
244,3/8/2018,1,3,35.16892923
245,3/9/2018,1,3,38.37551463
246,3/10/2018,1,3,40.73165238
247,3/11/2018,1,3,43.92553039
248,3/12/2018,1,3,29.61870298
249,3/13/2018,1,3,32.97167203
250,3/14/2018,1,3,34.27088254
251,3/15/2018,1,3,35.2020378
252,3/16/2018,1,3,38.4086232
253,3/17/2018,1,3,40.76476095
254,3/18/2018,1,3,43.95863896
255,3/19/2018,1,3,29.65181155
256,3/20/2018,1,3,33.0047806
257,3/21/2018,1,3,34.30399111
258,3/22/2018,1,3,35.23514637
259,3/23/2018,1,3,38.44173177
260,3/24/2018,1,3,40.79786952
261,3/25/2018,1,3,43.99174753
262,3/26/2018,1,3,29.68492012
263,3/27/2018,1,3,33.03788917
264,3/28/2018,1,3,34.33709968
265,3/29/2018,1,3,35.26825494
266,3/30/2018,1,3,38.47484034
267,1/1/2018,1,4,14.93443699
268,1/2/2018,1,4,17.91427961
269,1/3/2018,1,4,15.86704825
270,1/4/2018,1,4,17.78652391
271,1/5/2018,1,4,18.17655841
272,1/6/2018,1,4,20.11208429
273,1/7/2018,1,4,21.06474417
274,1/8/2018,1,4,12.86646624
275,1/9/2018,1,4,15.92510849
276,1/10/2018,1,4,15.91351153
277,1/11/2018,1,4,17.8329872
278,1/12/2018,1,4,18.2230217
279,1/13/2018,1,4,20.15854758
280,1/14/2018,1,4,21.11120746
281,1/15/2018,1,4,12.91292953
282,1/16/2018,1,4,18.36455535
283,1/17/2018,1,4,15.95997482
284,1/18/2018,1,4,17.87945049
285,1/19/2018,1,4,18.26948499
286,1/20/2018,1,4,20.20501087
287,1/21/2018,1,4,21.15767075
288,1/22/2018,1,4,12.95939282
289,1/23/2018,1,4,16.01803507
290,1/24/2018,1,4,16.00643811
291,1/25/2018,1,4,17.92591377
292,1/26/2018,1,4,18.31594828
293,1/27/2018,1,4,20.25147416
294,1/28/2018,1,4,21.20413404
295,1/29/2018,1,4,13.0058561
296,1/30/2018,1,4,16.06449836
297,1/31/2018,1,4,16.0529014
298,2/1/2018,1,4,17.97237706
299,2/2/2018,1,4,19.77911494
300,2/3/2018,1,4,21.71464082
301,2/4/2018,1,4,22.6673007
302,2/5/2018,1,4,14.46902277
303,2/6/2018,1,4,17.52766502
304,2/7/2018,1,4,17.51606806
305,2/8/2018,1,4,19.43554372
306,2/9/2018,1,4,19.82557823
307,2/10/2018,1,4,21.76110411
308,2/11/2018,1,4,22.71376399
309,2/12/2018,1,4,14.51548605
310,2/13/2018,1,4,17.57412831
311,2/14/2018,1,4,17.56253135
312,2/15/2018,1,4,19.48200701
313,2/16/2018,1,4,19.87204152
314,2/17/2018,1,4,21.8075674
315,2/18/2018,1,4,22.76022728
316,2/19/2018,1,4,14.56194934
317,2/20/2018,1,4,19.01366833
318,2/21/2018,1,4,17.60899464
319,2/22/2018,1,4,19.5284703
320,2/23/2018,1,4,19.91850481
321,2/24/2018,1,4,21.85403069
322,2/25/2018,1,4,22.80669057
323,2/26/2018,1,4,14.60841263
324,2/27/2018,1,4,17.66705489
325,2/28/2018,1,4,17.65545793
326,3/1/2018,1,4,19.57493359
327,3/2/2018,1,4,22.55821927
328,3/3/2018,1,4,24.49374515
329,3/4/2018,1,4,25.44640503
330,3/5/2018,1,4,17.24812709
331,3/6/2018,1,4,20.30676935
332,3/7/2018,1,4,20.29517239
333,3/8/2018,1,4,22.21464805
334,3/9/2018,1,4,22.60468256
335,3/10/2018,1,4,24.54020844
336,3/11/2018,1,4,25.49286832
337,3/12/2018,1,4,17.29459038
338,3/13/2018,1,4,20.35323264
339,3/14/2018,1,4,20.34163568
340,3/15/2018,1,4,22.26111134
341,3/16/2018,1,4,22.65114585
342,3/17/2018,1,4,24.58667173
343,3/18/2018,1,4,25.5393316
344,3/19/2018,1,4,17.34105367
345,3/20/2018,1,4,20.39969593
346,3/21/2018,1,4,20.38809897
347,3/22/2018,1,4,22.30757463
348,3/23/2018,1,4,22.69760914
349,3/24/2018,1,4,24.63313502
350,3/25/2018,1,4,25.58579489
351,3/26/2018,1,4,17.38751696
352,3/27/2018,1,4,20.44615921
353,3/28/2018,1,4,20.43456226
354,3/29/2018,1,4,22.35403792
355,3/30/2018,1,4,22.74407242
356,1/1/2018,1,5,9.061025967
357,1/2/2018,1,5,10.83495004
358,1/3/2018,1,5,13.35737349
359,1/4/2018,1,5,14.7154512
360,1/5/2018,1,5,15.18551662
361,1/6/2018,1,5,17.76450338
362,1/7/2018,1,5,18.38121216
363,1/8/2018,1,5,11.06609018
364,1/9/2018,1,5,12.88122991
365,1/10/2018,1,5,13.52212897
366,1/11/2018,1,5,14.88020668
367,1/12/2018,1,5,15.3502721
368,1/13/2018,1,5,17.92925886
369,1/14/2018,1,5,18.54596765
370,1/15/2018,1,5,11.23084566
371,1/16/2018,1,5,11.23691242
372,1/17/2018,1,5,13.68688446
373,1/18/2018,1,5,15.04496216
374,1/19/2018,1,5,15.51502758
375,1/20/2018,1,5,18.09401434
376,1/21/2018,1,5,18.71072313
377,1/22/2018,1,5,11.39560114
378,1/23/2018,1,5,13.21074087
379,1/24/2018,1,5,13.85163994
380,1/25/2018,1,5,15.20971764
381,1/26/2018,1,5,15.67978306
382,1/27/2018,1,5,18.25876982
383,1/28/2018,1,5,18.87547861
384,1/29/2018,1,5,11.56035663
385,1/30/2018,1,5,13.37549635
386,1/31/2018,1,5,14.01639542
387,2/1/2018,1,5,15.37447313
388,2/2/2018,1,5,16.15310317
389,2/3/2018,1,5,18.73208993
390,2/4/2018,1,5,19.34879872
391,2/5/2018,1,5,12.03367673
392,2/6/2018,1,5,13.84881646
393,2/7/2018,1,5,14.48971553
394,2/8/2018,1,5,15.84779324
395,2/9/2018,1,5,16.31785865
396,2/10/2018,1,5,18.89684541
397,2/11/2018,1,5,19.5135542
398,2/12/2018,1,5,12.19843222
399,2/13/2018,1,5,14.01357194
400,2/14/2018,1,5,14.65447101
401,2/15/2018,1,5,16.01254872
402,2/16/2018,1,5,16.48261414
403,2/17/2018,1,5,19.0616009
404,2/18/2018,1,5,19.67830968
405,2/19/2018,1,5,12.3631877
406,2/20/2018,1,5,14.72805343
407,2/21/2018,1,5,14.81922649
408,2/22/2018,1,5,16.1773042
409,2/23/2018,1,5,16.64736962
410,2/24/2018,1,5,19.22635638
411,2/25/2018,1,5,19.84306516
412,2/26/2018,1,5,12.52794318
413,2/27/2018,1,5,14.34308291
414,2/28/2018,1,5,14.98398197
415,3/1/2018,1,5,16.34205968
416,3/2/2018,1,5,18.64452697
417,3/3/2018,1,5,21.22351373
418,3/4/2018,1,5,21.84022252
419,3/5/2018,1,5,14.52510053
420,3/6/2018,1,5,16.34024026
421,3/7/2018,1,5,16.98113933
422,3/8/2018,1,5,18.33921703
423,3/9/2018,1,5,18.80928245
424,3/10/2018,1,5,21.38826921
425,3/11/2018,1,5,22.004978
426,3/12/2018,1,5,14.68985601
427,3/13/2018,1,5,16.50499574
428,3/14/2018,1,5,17.14589481
429,3/15/2018,1,5,18.50397252
430,3/16/2018,1,5,18.97403793
431,3/17/2018,1,5,21.55302469
432,3/18/2018,1,5,22.16973348
433,3/19/2018,1,5,14.8546115
434,3/20/2018,1,5,16.66975122
435,3/21/2018,1,5,17.31065029
436,3/22/2018,1,5,18.668728
437,3/23/2018,1,5,19.13879342
438,3/24/2018,1,5,21.71778018
439,3/25/2018,1,5,22.33448896
440,3/26/2018,1,5,15.01936698
441,3/27/2018,1,5,16.83450671
442,3/28/2018,1,5,17.47540577
443,3/29/2018,1,5,18.83348348
444,3/30/2018,1,5,19.3035489
445,1/1/2018,1,6,31.91346326
446,1/2/2018,1,6,40.02852058
447,1/3/2018,1,6,42.76103806
448,1/4/2018,1,6,45.24900417
449,1/5/2018,1,6,49.89068001
450,1/6/2018,1,6,53.94994682
451,1/7/2018,1,6,59.64160897
452,1/8/2018,1,6,35.03732336
453,1/9/2018,1,6,43.18524363
454,1/10/2018,1,6,42.69329139
455,1/11/2018,1,6,45.1812575
456,1/12/2018,1,6,49.82293334
457,1/13/2018,1,6,53.88220015
458,1/14/2018,1,6,59.57386229
459,1/15/2018,1,6,34.96957669
460,1/16/2018,1,6,38.51158477
461,1/17/2018,1,6,42.62554472
462,1/18/2018,1,6,45.11351083
463,1/19/2018,1,6,49.75518667
464,1/20/2018,1,6,53.81445348
465,1/21/2018,1,6,59.50611562
466,1/22/2018,1,6,34.90183002
467,1/23/2018,1,6,43.04975029
468,1/24/2018,1,6,42.55779804
469,1/25/2018,1,6,45.04576416
470,1/26/2018,1,6,49.68744
471,1/27/2018,1,6,53.74670681
472,1/28/2018,1,6,59.43836895
473,1/29/2018,1,6,34.83408335
474,1/30/2018,1,6,42.98200362
475,1/31/2018,1,6,42.49005137
476,2/1/2018,1,6,44.97801749
477,2/2/2018,1,6,54.08253745
478,2/3/2018,1,6,58.14180426
479,2/4/2018,1,6,63.8334664
480,2/5/2018,1,6,39.22918079
481,2/6/2018,1,6,47.37710106
482,2/7/2018,1,6,46.88514882
483,2/8/2018,1,6,49.37311493
484,2/9/2018,1,6,54.01479078
485,2/10/2018,1,6,58.07405759
486,2/11/2018,1,6,63.76571973
487,2/12/2018,1,6,39.16143412
488,2/13/2018,1,6,47.30935439
489,2/14/2018,1,6,46.81740215
490,2/15/2018,1,6,49.30536826
491,2/16/2018,1,6,53.94704411
492,2/17/2018,1,6,58.00631091
493,2/18/2018,1,6,63.69797306
494,2/19/2018,1,6,39.09368745
495,2/20/2018,1,6,48.37324802
496,2/21/2018,1,6,46.74965548
497,2/22/2018,1,6,49.23762159
498,2/23/2018,1,6,53.87929743
499,2/24/2018,1,6,57.93856424
500,2/25/2018,1,6,63.63022639
501,2/26/2018,1,6,39.02594078
502,2/27/2018,1,6,47.17386105
503,2/28/2018,1,6,46.68190881
504,3/1/2018,1,6,49.16987492
505,3/2/2018,1,6,62.89855359
506,3/3/2018,1,6,66.9578204
507,3/4/2018,1,6,72.64948254
508,3/5/2018,1,6,48.04519694
509,3/6/2018,1,6,56.19311721
510,3/7/2018,1,6,55.70116496
511,3/8/2018,1,6,58.18913108
512,3/9/2018,1,6,62.83080692
513,3/10/2018,1,6,66.89007373
514,3/11/2018,1,6,72.58173587
515,3/12/2018,1,6,47.97745027
516,3/13/2018,1,6,56.12537054
517,3/14/2018,1,6,55.63341829
518,3/15/2018,1,6,58.12138441
519,3/16/2018,1,6,62.76306025
520,3/17/2018,1,6,66.82232706
521,3/18/2018,1,6,72.5139892
522,3/19/2018,1,6,47.9097036
523,3/20/2018,1,6,56.05762386
524,3/21/2018,1,6,55.56567162
525,3/22/2018,1,6,58.05363773
526,3/23/2018,1,6,62.69531358
527,3/24/2018,1,6,66.75458039
528,3/25/2018,1,6,72.44624253
529,3/26/2018,1,6,47.84195692
530,3/27/2018,1,6,55.98987719
531,3/28/2018,1,6,55.49792495
532,3/29/2018,1,6,57.98589106
533,3/30/2018,1,6,62.62756691
534,1/1/2018,1,7,35.6800873
535,1/2/2018,1,7,43.42601398
536,1/3/2018,1,7,41.39857951
537,1/4/2018,1,7,45.09676535
538,1/5/2018,1,7,48.09550726
539,1/6/2018,1,7,53.31688693
540,1/7/2018,1,7,56.34025038
541,1/8/2018,1,7,33.80995563
542,1/9/2018,1,7,41.56187219
543,1/10/2018,1,7,41.44135198
544,1/11/2018,1,7,45.13953781
545,1/12/2018,1,7,48.13827972
546,1/13/2018,1,7,53.35965939
547,1/14/2018,1,7,56.38302285
548,1/15/2018,1,7,33.8527281
549,1/16/2018,1,7,41.18190882
550,1/17/2018,1,7,41.48412444
551,1/18/2018,1,7,45.18231027
552,1/19/2018,1,7,48.18105218
553,1/20/2018,1,7,53.40243185
554,1/21/2018,1,7,56.42579531
555,1/22/2018,1,7,33.89550056
556,1/23/2018,1,7,41.64741711
557,1/24/2018,1,7,41.5268969
558,1/25/2018,1,7,45.22508273
559,1/26/2018,1,7,48.22382464
560,1/27/2018,1,7,53.44520431
561,1/28/2018,1,7,56.46856777
562,1/29/2018,1,7,33.93827302
563,1/30/2018,1,7,41.69018957
564,1/31/2018,1,7,41.56966936
565,2/1/2018,1,7,45.2678552
566,2/2/2018,1,7,52.04808697
567,2/3/2018,1,7,57.26946664
568,2/4/2018,1,7,60.2928301
569,2/5/2018,1,7,37.76253535
570,2/6/2018,1,7,45.5144519
571,2/7/2018,1,7,45.39393169
572,2/8/2018,1,7,49.09211753
573,2/9/2018,1,7,52.09085943
574,2/10/2018,1,7,57.3122391
575,2/11/2018,1,7,60.33560256
576,2/12/2018,1,7,37.80530781
577,2/13/2018,1,7,45.55722436
578,2/14/2018,1,7,45.43670415
579,2/15/2018,1,7,49.13488999
580,2/16/2018,1,7,52.13363189
581,2/17/2018,1,7,57.35501156
582,2/18/2018,1,7,60.37837502
583,2/19/2018,1,7,37.84808027
584,2/20/2018,1,7,46.78963805
585,2/21/2018,1,7,45.47947661
586,2/22/2018,1,7,49.17766245
587,2/23/2018,1,7,52.17640435
588,2/24/2018,1,7,57.39778402
589,2/25/2018,1,7,60.42114748
590,2/26/2018,1,7,37.89085273
591,2/27/2018,1,7,45.64276928
592,2/28/2018,1,7,45.52224907
593,3/1/2018,1,7,49.22043491
594,3/2/2018,1,7,60.52469074
595,3/3/2018,1,7,65.74607041
596,3/4/2018,1,7,68.76943387
597,3/5/2018,1,7,46.23913912
598,3/6/2018,1,7,53.99105567
599,3/7/2018,1,7,53.87053546
600,3/8/2018,1,7,57.5687213
601,3/9/2018,1,7,60.5674632
602,3/10/2018,1,7,65.78884287
603,3/11/2018,1,7,68.81220633
604,3/12/2018,1,7,46.28191158
605,3/13/2018,1,7,54.03382813
606,3/14/2018,1,7,53.91330792
607,3/15/2018,1,7,57.61149376
608,3/16/2018,1,7,60.61023566
609,3/17/2018,1,7,65.83161533
610,3/18/2018,1,7,68.85497879
611,3/19/2018,1,7,46.32468404
612,3/20/2018,1,7,54.07660059
613,3/21/2018,1,7,53.95608038
614,3/22/2018,1,7,57.65426622
615,3/23/2018,1,7,60.65300812
616,3/24/2018,1,7,65.87438779
617,3/25/2018,1,7,68.89775125
618,3/26/2018,1,7,46.3674565
619,3/27/2018,1,7,54.11937305
620,3/28/2018,1,7,53.99885284
621,3/29/2018,1,7,57.69703868
622,3/30/2018,1,7,60.69578058
623,1/1/2018,1,8,41.43909978
624,1/2/2018,1,8,52.36150935
625,1/3/2018,1,8,56.38162039
626,1/4/2018,1,8,60.79706712
627,1/5/2018,1,8,68.07250916
628,1/6/2018,1,8,71.49125076
629,1/7/2018,1,8,75.22857368
630,1/8/2018,1,8,45.95317748
631,1/9/2018,1,8,56.22745525
632,1/10/2018,1,8,56.21943251
633,1/11/2018,1,8,60.63487923
634,1/12/2018,1,8,67.91032128
635,1/13/2018,1,8,71.32906287
636,1/14/2018,1,8,75.0663858
637,1/15/2018,1,8,45.7909896
638,1/16/2018,1,8,59.34398437
639,1/17/2018,1,8,56.05724463
640,1/18/2018,1,8,60.47269135
641,1/19/2018,1,8,67.74813339
642,1/20/2018,1,8,71.16687499
643,1/21/2018,1,8,74.90419792
644,1/22/2018,1,8,45.62880172
645,1/23/2018,1,8,55.90307949
646,1/24/2018,1,8,55.89505675
647,1/25/2018,1,8,60.31050347
648,1/26/2018,1,8,67.58594551
649,1/27/2018,1,8,71.00468711
650,1/28/2018,1,8,74.74201003
651,1/29/2018,1,8,45.46661384
652,1/30/2018,1,8,55.7408916
653,1/31/2018,1,8,55.73286887
654,2/1/2018,1,8,60.14831559
655,2/2/2018,1,8,73.52205129
656,2/3/2018,1,8,76.94079289
657,2/4/2018,1,8,80.67811582
658,2/5/2018,1,8,51.40271962
659,2/6/2018,1,8,61.67699739
660,2/7/2018,1,8,61.66897465
661,2/8/2018,1,8,66.08442137
662,2/9/2018,1,8,73.35986341
663,2/10/2018,1,8,76.77860501
664,2/11/2018,1,8,80.51592793
665,2/12/2018,1,8,51.24053174
666,2/13/2018,1,8,61.51480951
667,2/14/2018,1,8,61.50678677
668,2/15/2018,1,8,65.92223349
669,2/16/2018,1,8,73.19767553
670,2/17/2018,1,8,76.61641713
671,2/18/2018,1,8,80.35374005
672,2/19/2018,1,8,51.07834386
673,2/20/2018,1,8,58.39693518
674,2/21/2018,1,8,61.34459888
675,2/22/2018,1,8,65.76004561
676,2/23/2018,1,8,73.03548765
677,2/24/2018,1,8,76.45422925
678,2/25/2018,1,8,80.19155217
679,2/26/2018,1,8,50.91615597
680,2/27/2018,1,8,61.19043374
681,2/28/2018,1,8,61.182411
682,3/1/2018,1,8,65.59785772
683,3/2/2018,1,8,84.2081159
684,3/3/2018,1,8,87.6268575
685,3/4/2018,1,8,91.36418042
686,3/5/2018,1,8,62.08878422
687,3/6/2018,1,8,72.36306199
688,3/7/2018,1,8,72.35503925
689,3/8/2018,1,8,76.77048597
690,3/9/2018,1,8,84.04592802
691,3/10/2018,1,8,87.46466961
692,3/11/2018,1,8,91.20199254
693,3/12/2018,1,8,61.92659634
694,3/13/2018,1,8,72.20087411
695,3/14/2018,1,8,72.19285137
696,3/15/2018,1,8,76.60829809
697,3/16/2018,1,8,83.88374013
698,3/17/2018,1,8,87.30248173
699,3/18/2018,1,8,91.03980466
700,3/19/2018,1,8,61.76440846
701,3/20/2018,1,8,72.03868623
702,3/21/2018,1,8,72.03066349
703,3/22/2018,1,8,76.44611021
704,3/23/2018,1,8,83.72155225
705,3/24/2018,1,8,87.14029385
706,3/25/2018,1,8,90.87761677
707,3/26/2018,1,8,61.60222058
708,3/27/2018,1,8,71.87649835
709,3/28/2018,1,8,71.86847561
710,3/29/2018,1,8,76.28392233
711,3/30/2018,1,8,83.55936437
712,1/1/2018,1,9,30.34952476
713,1/2/2018,1,9,36.58374508
714,1/3/2018,1,9,36.59596491
715,1/4/2018,1,9,39.26122955
716,1/5/2018,1,9,43.18466167
717,1/6/2018,1,9,46.35751218
718,1/7/2018,1,9,48.59135468
719,1/8/2018,1,9,30.03024851
720,1/9/2018,1,9,36.2834365
721,1/10/2018,1,9,36.59865056
722,1/11/2018,1,9,39.26391521
723,1/12/2018,1,9,43.18734732
724,1/13/2018,1,9,46.36019783
725,1/14/2018,1,9,48.59404033
726,1/15/2018,1,9,30.03293416
727,1/16/2018,1,9,34.62354143
728,1/17/2018,1,9,36.60133622
729,1/18/2018,1,9,39.26660086
730,1/19/2018,1,9,43.19003298
731,1/20/2018,1,9,46.36288349
732,1/21/2018,1,9,48.59672599
733,1/22/2018,1,9,30.03561982
734,1/23/2018,1,9,36.28880781
